"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"U5J5VKSW","journalArticle","","Qiu, Jielin; Zhu, Jiacheng; Han, William; Kumar, Aditesh; Mittal, Karthik; Jin, Claire; Yang, Zhengyuan; Li, Linjie; Wang, Jianfeng; Zhao, Ding; Li, Bo; Wang, Lijuan","MMSum: A Dataset for Multimodal Summarization and Thumbnail Generation of Videos","","","","","","Multimodal summarization with multimodal output (MSMO) has emerged as a promising research direction. Nonetheless, numerous limitations exist within existing public MSMO datasets, including insufficient maintenance, data inaccessibility, limited size, and the absence of proper categorization, which pose significant challenges. To address these challenges and provide a comprehensive dataset for this new direction, we have meticulously curated the MMSum dataset. Our new dataset features (1) Humanvalidated summaries for both video and textual content, providing superior human instruction and labels for multimodal learning. (2) Comprehensively and meticulously arranged categorization, spanning 17 principal categories and 170 subcategories to encapsulate a diverse array of real-world scenarios. (3) Benchmark tests performed on the proposed dataset to assess various tasks and methods, including video summarization, text summarization, and multimodal summarization. To champion accessibility and collaboration, we released the MMSum dataset and the data collection tool as fully open-source resources, fostering transparency and accelerating future developments, at https://mmsum-dataset.github.io/.","","2025-03-30 16:18:47","2025-03-30 16:18:47","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/nikolajmosgaardsomod/Zotero/storage/5HGRHR54/Qiu et al. - MMSum A Dataset for Multimodal Summarization and Thumbnail Generation of Videos.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YZEX2CG","conferencePaper","2024","Mahmoud, Anas; Elhoushi, Mostafa; Abbas, Amro; Yang, Yu; Ardalani, Newsha; Leather, Hugh; Morcos, Ari S.","Sieve: Multimodal Dataset Pruning Using Image Captioning Models","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02116","https://ieeexplore.ieee.org/document/10655641/","Vision-Language Models (VLMs) are pretrained on large, diverse, and noisy web-crawled datasets. This underscores the critical need for dataset pruning, as the quality of these datasets is strongly correlated with the performance of VLMs on downstream tasks. Using CLIPScore from a pretrained model to only train models using highlyaligned samples is one of the most successful methods for pruning. We argue that this approach suffers from multiple limitations including: false positives and negatives due to CLIP’s pretraining on noisy labels. We propose a pruning signal, Sieve, that employs synthetic captions generated by image-captioning models pretrained on small, diverse, and well-aligned image-text pairs to evaluate the alignment of noisy image-text pairs. To bridge the gap between the limited diversity of generated captions and the high diversity of alternative text (alt-text), we estimate the semantic textual similarity in the embedding space of a language model pretrained on unlabeled text corpus. Using DataComp, a multimodal dataset ﬁltering benchmark, when evaluating on 38 downstream tasks, our pruning approach, surpasses CLIPScore by 2.6% and 1.7% on medium and large scale respectively. In addition, on retrieval tasks, Sieve leads to a signiﬁcant improvement of 2.7% and 4.5% on medium and large scale respectively.","2024-06-16","2025-03-30 16:18:49","2025-03-30 16:18:49","2025-03-30 16:18:49","22423-22432","","","","","","Sieve","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/7FG87TH5/Mahmoud et al. - 2024 - Sieve Multimodal Dataset Pruning Using Image Captioning Models.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"PZXYBNEF","conferencePaper","2024","Jeon, Yujin; Choi, Eunsue; Kim, Youngchan; Moon, Yunseong; Omer, Khalid; Heide, Felix; Baek, Seung-Hwan","Spectral and Polarization Vision: Spectro-polarimetric Real-world Dataset","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02086","https://ieeexplore.ieee.org/document/10656737/","Image datasets are essential not only in validating existing methods in computer vision but also in developing new methods. Many image datasets exist, consisting of trichromatic intensity images taken with RGB cameras, which are designed to replicate human vision. However, polarization and spectrum, the wave properties of light that animals in harsh environments and with limited brain capacity often rely on, remain underrepresented in existing datasets. Although there are previous spectro-polarimetric datasets, they have insufﬁcient object diversity, limited illumination conditions, linear-only polarization data, and inadequate image count. Here, we introduce two spectro-polarimetric datasets, consisting of trichromatic Stokes images and hyperspectral Stokes images. These datasets encompass both linear and circular polarization; they introduce multiple spectral channels; and they feature a broad selection of real-world scenes. With our dataset in hand, we analyze the spectro-polarimetric image statistics, develop efﬁcient representations of such high-dimensional data, and evaluate spectral dependency of shape-from-polarization methods. As such, the proposed dataset promises a foundation for data-driven spectro-polarimetric imaging and vision research.","2024-06-16","2025-03-30 16:18:52","2025-03-30 16:18:52","2025-03-30 16:18:52","22098-22108","","","","","","Spectral and Polarization Vision","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/XUKW2UEU/Jeon et al. - 2024 - Spectral and Polarization Vision Spectro-polarimetric Real-world Dataset.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"VXE54RTQ","conferencePaper","2024","Wang, Yinong Oliver; Chung, Younjoon; Wu, Chen Henry; De La Torre, Fernando","Domain Gap Embeddings for Generative Dataset Augmentation","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02710","https://ieeexplore.ieee.org/document/10657264/","The performance of deep learning models is intrinsically tied to the quality, volume, and relevance of their training data. Gathering ample data for production scenarios often demands signiﬁcant time and resources. Among various strategies, data augmentation circumvents exhaustive data collection by generating new data points from existing ones. However, traditional augmentation techniques can be less effective amidst a shift in training and testing distributions. This paper explores the potential of synthetic data by leveraging large pre-trained models for data augmentation, especially when confronted with distribution shifts. Although recent advancements in generative models have enabled several prior works in cross-distribution data generation, they require model ﬁne-tuning and a complex setup. To bypass these shortcomings, we introduce Domain Gap Embeddings (DoGE), a plug-and-play semantic data augmentation framework in a cross-distribution few-shot setting. Our method extracts disparities between source and desired data distributions in a latent form, and subsequently steers a generative process to supplement the training set with endless diverse synthetic samples. Our evaluations, conducted on a subpopulation shift and three domain adaptation scenarios under a few-shot paradigm, reveal that our versatile method improves performance across tasks without needing hands-on intervention or intricate ﬁne-tuning. DoGE paves the way to effortlessly generate realistic, controllable synthetic datasets following the test distributions, bolstering real-world efﬁcacy for downstream task models.","2024-06-16","2025-03-30 16:18:57","2025-03-30 16:18:58","2025-03-30 16:18:57","28684-28694","","","","","","","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/USENWT79/Wang et al. - 2024 - Domain Gap Embeddings for Generative Dataset Augmentation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"6FZI9XKV","preprint","2024","Zhao, Shibo; Gao, Yuanjun; Wu, Tianhao; Singh, Damanpreet; Jiang, Rushan; Sun, Haoxiang; Sarawata, Mansi; Qiu, Yuheng; Whittaker, Warren; Higgins, Ian; Du, Yi; Su, Shaoshu; Xu, Can; Keller, John; Karhade, Jay; Nogueira, Lucas; Saha, Sourojit; Zhang, Ji; Wang, Wenshan; Wang, Chen; Scherer, Sebastian","SubT-MRS Dataset: Pushing SLAM Towards All-weather Environments","","","","10.48550/arXiv.2307.07607","http://arxiv.org/abs/2307.07607","Simultaneous localization and mapping (SLAM) is a fundamental task for numerous applications such as autonomous navigation and exploration. Despite many SLAM datasets have been released, current SLAM solutions still struggle to have sustained and resilient performance. One major issue is the absence of high-quality datasets including diverse all-weather conditions and a reliable metric for assessing robustness. This limitation significantly restricts the scalability and generalizability of SLAM technologies, impacting their development, validation, and deployment. To address this problem, we present SubT-MRS, an extremely challenging real-world dataset designed to push SLAM towards all-weather environments to pursue the most robust SLAM performance. It contains multi-degraded environments including over 30 diverse scenes such as structureless corridors, varying lighting conditions, and perceptual obscurants like smoke and dust; multimodal sensors such as LiDAR, fisheye camera, IMU, and thermal camera; and multiple locomotions like aerial, legged, and wheeled robots. We developed accuracy and robustness evaluation tracks for SLAM and introduced novel robustness metrics. Comprehensive studies are performed, revealing new observations, challenges, and opportunities for future research.","2024-05-30","2025-03-30 16:19:01","2025-03-30 16:19:02","2025-03-30 16:19:01","","","","","","","SubT-MRS Dataset","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2307.07607 [cs]","","/Users/nikolajmosgaardsomod/Zotero/storage/BNH56XWQ/Zhao et al. - 2024 - SubT-MRS Dataset Pushing SLAM Towards All-weather Environments.pdf","","","Computer Science - Robotics","","","","","","","","","","","","","","","","","","","arXiv:2307.07607","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HH5WVXHI","preprint","2024","Zhang, He; Ren, Shenghao; Yuan, Haolei; Zhao, Jianhui; Li, Fan; Sun, Shuangpeng; Liang, Zhenghao; Yu, Tao; Shen, Qiu; Cao, Xun","MMVP: A Multimodal MoCap Dataset with Vision and Pressure Sensors","","","","10.48550/arXiv.2403.17610","http://arxiv.org/abs/2403.17610","Foot contact is an important cue for human motion capture, understanding, and generation. Existing datasets tend to annotate dense foot contact using visual matching with thresholding or incorporating pressure signals. However, these approaches either suffer from low accuracy or are only designed for small-range and slow motion. There is still a lack of a vision-pressure multimodal dataset with large-range and fast human motion, as well as accurate and dense foot-contact annotation. To fill this gap, we propose a Multimodal MoCap Dataset with Vision and Pressure sensors, named MMVP. MMVP provides accurate and dense plantar pressure signals synchronized with RGBD observations, which is especially useful for both plausible shape estimation, robust pose fitting without foot drifting, and accurate global translation tracking. To validate the dataset, we propose an RGBD-P SMPL fitting method and also a monocular-video-based baseline framework, VP-MoCap, for human motion capture. Experiments demonstrate that our RGBD-P SMPL Fitting results significantly outperform pure visual motion capture. Moreover, VP-MoCap outperforms SOTA methods in foot-contact and global translation estimation accuracy. We believe the configuration of the dataset and the baseline frameworks will stimulate the research in this direction and also provide a good reference for MoCap applications in various domains. Project page: https://metaverse-ai-lab-thu.github.io/MMVP-Dataset/.","2024-03-30","2025-03-30 16:19:05","2025-03-30 16:19:05","2025-03-30 16:19:04","","","","","","","MMVP","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2403.17610 [cs]","","/Users/nikolajmosgaardsomod/Zotero/storage/RN5TEFIR/Zhang et al. - 2024 - MMVP A Multimodal MoCap Dataset with Vision and Pressure Sensors.pdf","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2403.17610","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3LMU29Y","conferencePaper","2024","Chen, Hao; Hou, Yuqi; Qu, Chenyuan; Testini, Irene; Hong, Xiaohan; Jiao, Jianbo","$360+x$: A Panoptic Multi-modal Scene Understanding Dataset","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.01833","https://ieeexplore.ieee.org/document/10657996/","Human perception of the world is shaped by a multitude of viewpoints and modalities. While many existing datasets focus on scene understanding from a certain perspective (e.g. egocentric or third-person views), our dataset offers a panoptic perspective (i.e. multiple viewpoints with multiple data modalities). Specifically, we encapsulate third-person panoramic and front views, as well as egocentric monocular/binocular views with rich modalities including video, multi-channel audio, directional binaural delay, location data and textual scene descriptions within each scene captured, presenting comprehensive observation of the world. To the best of our knowledge, this is the first database that covers multiple viewpoints with multiple data modalities to mimic how daily information is accessed in the real world. Through our benchmark analysis, we presented 5 different scene understanding tasks on the proposed 360+x dataset to evaluate the impact and benefit of each data modality and perspective in panoptic scene understanding. We hope this unique dataset could broaden the scope of comprehensive scene understanding and encourage the community to approach these problems from more diverse perspectives.","2024-06-16","2025-03-30 16:19:09","2025-03-30 16:19:10","2025-03-30 16:19:09","19373-19382","","","","","","$360+x$","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/QC88TAVU/Chen et al. - 2024 - $360+x$ A Panoptic Multi-modal Scene Understanding Dataset.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"TVSHGSED","conferencePaper","2024","Wang, Xiao; Wang, Shiao; Tang, Chuanming; Zhu, Lin; Jiang, Bo; Tian, Yonghong; Tang, Jin","Event Stream-Based Visual Object Tracking: A High-Resolution Benchmark Dataset and A Novel Baseline","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.01821","https://ieeexplore.ieee.org/document/10655615/","","2024-06-16","2025-03-30 16:19:12","2025-03-30 16:19:12","2025-03-30 16:19:12","19248-19257","","","","","","Event Stream-Based Visual Object Tracking","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/3C4YUKMH/Wang et al. - 2024 - Event Stream-Based Visual Object Tracking A High-Resolution Benchmark Dataset and A Novel Baseline.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"PWZS32K7","preprint","2023","Chen, Jiaben; Jiang, Huaizu","SportsSloMo: A New Benchmark and Baselines for Human-centric Video Frame Interpolation","","","","10.48550/arXiv.2308.16876","http://arxiv.org/abs/2308.16876","Human-centric video frame interpolation has great potential for enhancing entertainment experiences and finding commercial applications in the sports analysis industry, e.g., synthesizing slow-motion videos. Although there are multiple benchmark datasets available for video frame interpolation in the community, none of them is dedicated to human-centric scenarios. To bridge this gap, we introduce SportsSloMo, a benchmark featuring over 130K highresolution (≥720p) slow-motion sports video clips, totaling over 1M video frames, sourced from YouTube. We retrain several state-of-the-art methods on our benchmark, and we observed a noticeable decrease in their accuracy compared to other datasets. This highlights the difficulty of our benchmark and suggests that it poses significant challenges even for the best-performing methods, as human bodies are highly deformable and occlusions are frequent in sports videos. To tackle these challenges, we propose human-aware loss terms, where we add auxiliary supervision for human segmentation in panoptic settings and keypoints detection. These loss terms are model-agnostic and can be easily plugged into any video frame interpolation approach. Experimental results validate the effectiveness of our proposed human-aware loss terms, leading to consistent performance improvement over existing models. The dataset and code can be found at: https://neuvi.github.io/SportsSlomo/.","2023-12-12","2025-03-30 16:19:18","2025-03-30 16:19:18","2025-03-30 16:19:18","","","","","","","SportsSloMo","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2308.16876 [cs]","","/Users/nikolajmosgaardsomod/Zotero/storage/NF6LCZGT/Chen and Jiang - 2023 - SportsSloMo A New Benchmark and Baselines for Human-centric Video Frame Interpolation.pdf","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2308.16876","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"799BHHHL","conferencePaper","2024","Huang, Huajian; Liu, Changkun; Zhu, Yipeng; Cheng, Hui; Braud, Tristan; Yeung, Sai-Kit","360Loc: A Dataset and Benchmark for Omnidirectional Visual Localization with Cross-Device Queries","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02106","https://ieeexplore.ieee.org/document/10655932/","Portable 360◦ cameras are becoming a cheap and efficient tool to establish large visual databases. By capturing omnidirectional views of a scene, these cameras could expedite building environment models that are essential for visual localization. However, such an advantage is often overlooked due to the lack of valuable datasets. This paper introduces a new benchmark dataset, 360Loc, composed of 360◦ images with ground truth poses for visual localization. We present a practical implementation of 360◦ mapping combining 360◦ images with lidar data to generate the ground truth 6DoF poses. 360Loc is the first dataset and benchmark that explores the challenge of crossdevice visual positioning, involving 360◦ reference frames, and query frames from pinhole, ultra-wide FoV fisheye, and 360◦ cameras. We propose a virtual camera approach to generate lower-FoV query frames from 360◦ images, which ensures a fair comparison of performance among different query types in visual localization tasks. We also extend this virtual camera approach to feature matchingbased and pose regression-based methods to alleviate the performance loss caused by the cross-device domain gap, and evaluate its effectiveness against state-of-the-art baselines. We demonstrate that omnidirectional visual localization is more robust in challenging large-scale scenes with symmetries and repetitive structures. These results provide new insights into 360-camera mapping and omnidirectional visual localization with cross-device queries. Project Page and dataset: https://huajianup.github. io/research/360Loc/.","2024-06-16","2025-03-30 16:19:22","2025-03-30 16:19:22","2025-03-30 16:19:22","22314-22324","","","","","","360Loc","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/8WI6R6A3/Huang et al. - 2024 - 360Loc A Dataset and Benchmark for Omnidirectional Visual Localization with Cross-Device Queries.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"7MEC7S4F","conferencePaper","2024","Wang, Jiong; Yang, Fengyu; Li, Bingliang; Gou, Wenbo; Yan, Danqi; Zeng, Ailing; Gao, Yijun; Wang, Junle; Jing, Yanqing; Zhang, Ruimao","FreeMan: Towards Benchmarking 3D Human Pose Estimation Under Real-World Conditions","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02075","https://ieeexplore.ieee.org/document/10655984/","Estimating the 3D structure of the human body from natural scenes is a fundamental aspect of visual perception. 3D human pose estimation is a vital step in advancing fields like AIGC and human-robot interaction, serving as a crucial technique for understanding and interacting with human actions in real-world settings. However, the current datasets, often collected under single laboratory conditions using complex motion capture equipment and unvarying backgrounds, are insufficient. The absence of datasets on variable conditions is stalling the progress of this crucial task. To facilitate the development of 3D pose estimation, we present FreeMan, the first large-scale, multi-view dataset collected under the real-world conditions. FreeMan was captured by synchronizing 8 smartphones across diverse scenarios. It comprises 11M frames from 8000 sequences, viewed from different perspectives. These sequences cover 40 subjects across 10 different scenarios, each with varying lighting conditions.","2024-06-16","2025-03-30 16:19:29","2025-03-30 16:19:29","2025-03-30 16:19:29","21978-21988","","","","","","FreeMan","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/G2JHV6MB/Wang et al. - 2024 - FreeMan Towards Benchmarking 3D Human Pose Estimation Under Real-World Conditions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"RAHZR8CB","conferencePaper","2024","Rosasco, Andrea; Berti, Stefano; Pasquale, Giulia; Malafronte, Damiano; Sato, Shogo; Segawa, Hiroyuki; Inada, Tetsugo; Natale, Lorenzo","ConCon-Chi: Concept-Context Chimera Benchmark for Personalized Vision-Language Tasks","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02099","https://ieeexplore.ieee.org/document/10655903/","","2024-06-16","2025-03-30 16:19:31","2025-03-30 16:19:31","2025-03-30 16:19:31","22239-22248","","","","","","ConCon-Chi","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/3DZMNGF9/Rosasco et al. - 2024 - ConCon-Chi Concept-Context Chimera Benchmark for Personalized Vision-Language Tasks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"LAPTQBE9","conferencePaper","2024","Khanna, Mukul; Ramrakhya, Ram; Chhablani, Gunjan; Yenamandra, Sriram; Gervet, Theophile; Chang, Matthew; Kira, Zsolt; Chaplot, Devendra Singh; Batra, Dhruv; Mottaghi, Roozbeh","GOAT-Bench: A Benchmark for Multi-Modal Lifelong Navigation","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.01549","https://ieeexplore.ieee.org/document/10655426/","","2024-06-16","2025-03-30 16:19:35","2025-03-30 16:19:35","2025-03-30 16:19:35","16373-16383","","","","","","GOAT-Bench","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/Z4V2EYG8/Khanna et al. - 2024 - GOAT-Bench A Benchmark for Multi-Modal Lifelong Navigation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"PE5MZ8XG","conferencePaper","2024","Ma, Cong; Qiao, Lei; Zhu, Chengkai; Liu, Kai; Kong, Zelong; Li, Qing; Zhou, Xueqi; Kan, Yuheng; Wu, Wei","HoloVic:Large-scale Dataset and Benchmark for Multi-Sensor Holographic Intersection and Vehicle-Infrastructure Cooperative","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02089","https://ieeexplore.ieee.org/document/10658281/","Vehicle-to-everything (V2X) is a popular topic in the field of Autonomous Driving in recent years. Vehicleinfrastructure cooperation (VIC) becomes one of the important research area. Due to the complexity of traffic conditions such as blind spots and occlusion, it greatly limits the perception capabilities of single-view roadside sensing systems. To further enhance the accuracy of roadside perception and provide better information to the vehicle side, in this paper, we constructed holographic intersections with various layouts to build a large-scale multi-sensor holographic vehicle-infrastructure cooperation dataset, called HoloVIC. Our dataset includes 3 different types of sensors (Camera, Lidar, Fisheye) and employs 4 sensor-layouts based on the different intersections. Each intersection is equipped with 6-18 sensors to capture synchronous data. While autonomous vehicles pass through these intersections for collecting VIC data. HoloVIC contains in total on 100k+ synchronous frames from different sensors. Additionally, we annotated 3D bounding boxes based on Camera, Fisheye, and Lidar. We also associate the IDs of the same objects across different devices and consecutive frames in sequence. Based on HoloVIC, we formulated four tasks to facilitate the development of related research. We also provide benchmarks for these tasks.","2024-06-16","2025-03-30 16:19:37","2025-03-30 16:19:37","2025-03-30 16:19:37","22129-22138","","","","","","HoloVic","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/US8LB7XC/Ma et al. - 2024 - HoloVicLarge-scale Dataset and Benchmark for Multi-Sensor Holographic Intersection and Vehicle-Infr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"XXV7UPJS","conferencePaper","2024","Zhao, Xiaoqi; Pang, Youwei; Chen, Zhenyu; Yu, Qian; Zhang, Lihe; Liu, Hanqi; Zuo, Jiaming; Lu, Huchuan","Towards Automatic Power Battery Detection: New Challenge, Benchmark Dataset and Baseline","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02079","https://ieeexplore.ieee.org/document/10655788/","We conduct a comprehensive study on a new task named power battery detection (PBD), which aims to localize the dense cathode and anode plates endpoints from X-ray images to evaluate the quality of power batteries. Existing manufacturers usually rely on human eye observation to complete PBD, which makes it difficult to balance the accuracy and efficiency of detection. To address this issue and drive more attention into this meaningful task, we first elaborately collect a dataset, called X-ray PBD, which has 1, 500 diverse X-ray images selected from thousands of power batteries of 5 manufacturers, with 7 different visual interference. Then, we propose a novel segmentation-based solution for PBD, termed multi-dimensional collaborative network (MDCNet). With the help of line and counting predictors, the representation of the point segmentation branch can be improved at both semantic and detail aspects. Besides, we design an effective distance-adaptive mask generation strategy, which can alleviate the visual challenge caused by the inconsistent distribution density of plates to provide MDCNet with stable supervision. Without any bells and whistles, our segmentation-based MDCNet consistently outperforms various other corner detection, crowd counting and general/tiny object detection-based solutions, making it a strong baseline that can help facilitate future research in PBD. Finally, we share some potential difficulties and works for future researches. The source code and datasets will be publicly available at X-ray PBD.","2024-06-16","2025-03-30 16:19:39","2025-03-30 16:19:39","2025-03-30 16:19:39","22020-22029","","","","","","Towards Automatic Power Battery Detection","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/SRR6JYVI/Zhao et al. - 2024 - Towards Automatic Power Battery Detection New Challenge, Benchmark Dataset and Baseline.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
"LTJDHBUP","conferencePaper","2024","Liu, Yaofang; Cun, Xiaodong; Liu, Xuebo; Wang, Xintao; Zhang, Yong; Chen, Haoxin; Liu, Yang; Zeng, Tieyong; Chan, Raymond; Shan, Ying","EvalCrafter: Benchmarking and Evaluating Large Video Generation Models","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9798350353006","","10.1109/CVPR52733.2024.02090","https://ieeexplore.ieee.org/document/10657882/","The vision and language generative models have been overgrown in recent years. For video generation, various open-sourced models and public-available services have been developed to generate high-quality videos. However, these methods often use a few metrics, e.g., FVD [56] or IS [45], to evaluate the performance. We argue that it is hard to judge the large conditional generative models from the simple metrics since these models are often trained on very large datasets with multi-aspect abilities. Thus, we propose a novel framework and pipeline for exhaustively evaluating the performance of the generated videos. Our approach involves generating a diverse and comprehensive list of 700 prompts for text-to-video generation, which is based on an analysis of real-world user data and generated with the assistance of a large language model. Then, we evaluate the state-of-the-art video generative models on our carefully designed benchmark, in terms of visual qualities, content qualities, motion qualities, and text-video alignment with 17 well-selected objective metrics. To obtain the final leaderboard of the models, we further fit a series of coefficients to align the objective metrics to the users’ opinions. Based on the proposed human alignment method, our final score shows a higher correlation than simply averaging the metrics, showing the effectiveness of the proposed evaluation method.","2024-06-16","2025-03-30 16:19:42","2025-03-30 16:19:42","2025-03-30 16:19:42","22139-22149","","","","","","EvalCrafter","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/Users/nikolajmosgaardsomod/Zotero/storage/Q973T2F4/Liu et al. - 2024 - EvalCrafter Benchmarking and Evaluating Large Video Generation Models.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
